
4,12,1360375,0.001360375
5,20,149625,1.49625E-4
6,30,52834,5.2834E-5
7,42,78500,7.85E-5
8,56,77250,7.725E-5
9,72,63291,6.3291E-5
10,90,109750,1.0975E-4
