
100,100,3589059,0.003589059,299
100,200,1003155,0.001003155,535
100,300,1970686,0.001970686,742
100,400,879921,8.79921E-4,1149
100,500,720319,7.20319E-4,1188
100,600,2136104,0.002136104,1903
100,700,7769386,0.007769386,1614
100,800,933041,9.33041E-4,1577
100,900,907691,9.07691E-4,1651
100,1000,905369,9.05369E-4,3103
100,1100,897409,8.97409E-4,3060
100,1200,563624,5.63624E-4,2563
100,1300,484044,4.84044E-4,2258
100,1400,530777,5.30777E-4,2357
100,1500,645293,6.45293E-4,3033
100,1600,688560,6.8856E-4,3181
100,1700,597740,5.9774E-4,2319
100,1800,673715,6.73715E-4,3277
100,1900,701854,7.01854E-4,3680
100,2000,748459,7.48459E-4,3405
100,2100,670396,6.70396E-4,3208
100,2200,934656,9.34656E-4,3864
100,2300,1021915,0.001021915,3792
100,2400,856937,8.56937E-4,3626
100,2500,1167764,0.001167764,4372
100,2600,1207909,0.001207909,4758
100,2700,1020324,0.001020324,4288
100,2800,1343945,0.001343945,5355
100,2900,1208433,0.001208433,5112
100,3000,1352234,0.001352234,5444
100,3100,1155200,0.0011552,4495
100,3200,1229262,0.001229262,5255
100,3300,1013765,0.001013765,4942
100,3400,1269909,0.001269909,4840
100,3500,912051,9.12051E-4,4100
100,3600,1002496,0.001002496,4599
100,3700,1548975,0.001548975,6653
100,3800,1269514,0.001269514,6059
100,3900,986984,9.86984E-4,4827
100,4000,1243766,0.001243766,5392
100,4100,1328940,0.00132894,6443
100,4200,993070,9.9307E-4,5052
100,4300,1201155,0.001201155,5211
100,4400,1514429,0.001514429,7022
100,4500,1089095,0.001089095,5438
100,4600,1566375,0.001566375,7032
100,4700,1534183,0.001534183,6519
100,4800,1377955,0.001377955,5714
100,4900,1401078,0.001401078,6483
100,5000,1535718,0.001535718,5512
100,5100,1633196,0.001633196,7869
100,5200,1525788,0.001525788,7770
100,5300,1833924,0.001833924,7498
100,5400,1386295,0.001386295,6175
100,5500,1821982,0.001821982,6158
100,5600,1729675,0.001729675,7893
100,5700,1875663,0.001875663,8315
100,5800,1919174,0.001919174,8770
100,5900,1384335,0.001384335,5914
100,6000,1819997,0.001819997,6782
100,6100,1569558,0.001569558,7248
100,6200,1440419,0.001440419,6532
100,6300,1659053,0.001659053,7084
100,6400,1946186,0.001946186,7996
100,6500,1085606,0.001085606,5736
100,6600,1322602,0.001322602,7802
100,6700,1894824,0.001894824,9454
100,6800,1367289,0.001367289,6849
100,6900,1602054,0.001602054,7820
100,7000,1800118,0.001800118,9263
100,7100,1711193,0.001711193,9364
100,7200,1469905,0.001469905,7432
100,7300,1499531,0.001499531,7729
100,7400,1750206,0.001750206,8488
100,7500,1723217,0.001723217,8036
100,7600,1905551,0.001905551,10183
100,7700,1409060,0.00140906,7332
100,7800,1520225,0.001520225,9261
100,7900,1645355,0.001645355,6728
100,8000,1547329,0.001547329,8550
100,8100,1803353,0.001803353,7413
100,8200,1973061,0.001973061,10317
100,8300,1911635,0.001911635,10527
100,8400,1832915,0.001832915,10205
100,8500,2222148,0.002222148,9412
100,8600,1802115,0.001802115,10364
100,8700,2138852,0.002138852,11556
100,8800,1902324,0.001902324,9427
100,8900,1684938,0.001684938,9750
100,9000,1473145,0.001473145,9027
100,9100,2135917,0.002135917,11400
100,9200,1747407,0.001747407,10623
100,9300,1602062,0.001602062,8957
100,9400,2068902,0.002068902,10633
100,9500,1729725,0.001729725,9329
100,9600,2458643,0.002458643,9822
100,9700,2033326,0.002033326,8891
100,9800,1769396,0.001769396,8504
100,9900,2227932,0.002227932,11228
